PROCESSO ADMIN. Nº,PROCESSO Nº,OBSERVACOES__gt,OBSERVACOES__pred,status
016155-35.2025.8.15,0803389-75.2024.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0803389-75.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0803389-75.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2000000931,0804518-18.2024.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000931; Processo divergente do ZIP: 0804518-18.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000931; Processo divergente do ZIP: 0804518-18.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2000000862,0802999-08.2024.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000862; Processo divergente do ZIP: 0802999-08.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000000862; Processo divergente do ZIP: 0802999-08.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2041927123,0804778-35.2016.8.15.2003,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2041927123; Processo divergente do ZIP: 0804778-35.2016.8.15.2003; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2041927123; Processo divergente do ZIP: 0804778-35.2016.8.15.2003; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),TP
2043184850,0800748-50.2022.8.15.0061,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2043184850; Processo divergente do ZIP: 0800748-50.2022.8.15.0061; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2043184850; Processo divergente do ZIP: 0800748-50.2022.8.15.0061; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
017493-36.2025.8.15,0802076-69.2023.8.15.0161,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802076-69.2023.8.15.0161,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802076-69.2023.8.15.0161,TP
2072162100,0802374-37.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0802291-21.2025.8.15.0211; Processo adm. citado nos documentos: 2072162100; Processo divergente do ZIP: 0802374-37.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0802291-21.2025.8.15.0211; Processo adm. citado nos documentos: 2072162100; Processo divergente do ZIP: 0802374-37.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296478_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296478_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0291141_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [16]-0291141_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296350_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296350_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296334_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296334_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296400_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296400_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,TP
2005042413,0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296443_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [15]-0296443_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801610-82.2023.8.15.0191,TP
2025.815,0802858-06.2022.8.15.0131,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0802858-06.2022.8.15.0131,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0802858-06.2022.8.15.0131,TP
2057.9358,0874905-96.2019.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0861321-30.2017.8.15.2001; Processo adm. citado nos documentos: 2057.9358; Processo divergente do ZIP: 0874905-96.2019.8.15.2001; Valor suspeito em VALOR ARBITRADO: ( ) adiantamento; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0861321-30.2017.8.15.2001; Processo adm. citado nos documentos: 2057.9358; Processo divergente do ZIP: 0874905-96.2019.8.15.2001; Valor suspeito em VALOR ARBITRADO: ( ) adiantamento; VALOR ARBITRADO - CM inválido (não monetário),TP
2043.2025,0800820-16.2024.8.15.0401,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2043.2025; Processo divergente do ZIP: 0800820-16.2024.8.15.0401; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2043.2025; Processo divergente do ZIP: 0800820-16.2024.8.15.0401; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2025.815,0809114-50.2024.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0870295-85.2019.8.15.2001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0809114-50.2024.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0870295-85.2019.8.15.2001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0809114-50.2024.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações; Fator inválido (não numérico),TP
2021030239,0803249-41.2024.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2021030239; Processo divergente do ZIP: 0803249-41.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2021030239; Processo divergente do ZIP: 0803249-41.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2000001074,0803648-70.2024.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001074; Processo divergente do ZIP: 0803648-70.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001074; Processo divergente do ZIP: 0803648-70.2024.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2025.815,0847455-13.2021.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0847455-13.2021.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0847455-13.2021.8.15.2001,TP
2025.815,0842262-80.2022.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0842262-80.2022.8.15.2001; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0842262-80.2022.8.15.2001; Fator inválido (não numérico),TP
2005042413,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0284722_Anexo_0012025.pdf, [02]-0284718_Anexo_0012025.pdf, [10]-0297265_Anexo.pdf; Processo adm. citado nos documentos: 2005042413","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0284722_Anexo_0012025.pdf, [02]-0284718_Anexo_0012025.pdf, [10]-0297265_Anexo.pdf; Processo adm. citado nos documentos: 2005042413",TP
2021.815,0800545-02.2021.8.15.1071,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2021.815; Processo divergente do ZIP: 0800545-02.2021.8.15.1071; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2021.815; Processo divergente do ZIP: 0800545-02.2021.8.15.1071; CPF do perito ajustado pelo catálogo externo,TP
2010011233,0801804-56.2025.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0291676_Anexo.pdf, [02]-0290160_Anexo.pdf; CNJs adicionais mencionados: 0801129-93.2025.8.15.0371, 0807945-96.2022.8.15.0371; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0801804-56.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0291676_Anexo.pdf, [02]-0290160_Anexo.pdf; CNJs adicionais mencionados: 0801129-93.2025.8.15.0371, 0807945-96.2022.8.15.0371; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0801804-56.2025.8.15.0371; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2000001164,0801282-77.2025.8.15.0161,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001164; Processo divergente do ZIP: 0801282-77.2025.8.15.0161; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001164; Processo divergente do ZIP: 0801282-77.2025.8.15.0161; CPF do perito ajustado pelo catálogo externo,TP
2025.815,0856615-28.2022.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0856615-28.2022.8.15.2001; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0815354-35.2023.8.15.0001; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0856615-28.2022.8.15.2001; Fator inválido (não numérico),TP
2025100213,0812004-31.2024.8.15.0251,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0805258-89.2024.8.15.0141; Processo adm. citado nos documentos: 2025100213; Processo divergente do ZIP: 0812004-31.2024.8.15.0251; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0805258-89.2024.8.15.0141; Processo adm. citado nos documentos: 2025100213; Processo divergente do ZIP: 0812004-31.2024.8.15.0251; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),TP
2000001137,0804780-81.2024.8.15.0141,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0297454_Anexo.pdf; Processo adm. citado nos documentos: 2000001137; Processo divergente do ZIP: 0804780-81.2024.8.15.0141; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [11]-0297454_Anexo.pdf; Processo adm. citado nos documentos: 2000001137; Processo divergente do ZIP: 0804780-81.2024.8.15.0141; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),TP
2025.2025,0801525-30.2024.8.15.0331,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0801525-30.2024.8.15.0331; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0801525-30.2024.8.15.0331; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2025.2025,0806890-65.2024.8.15.0331,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0806890-65.2024.8.15.0331; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0806890-65.2024.8.15.0331; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2025.2025,0809027-20.2024.8.15.0331,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0809027-20.2024.8.15.0331; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0809027-20.2024.8.15.0331; CPF do perito ajustado pelo catálogo externo,TP
018548-56.2025.8.15,0802240-10.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802240-10.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802240-10.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2017.2711,0802271-30.2025.8.15.0211,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2017.2711; Processo divergente do ZIP: 0802271-30.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2017.2711; Processo divergente do ZIP: 0802271-30.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2061.1718,0800708-98.2025.8.15.0211,Sem VALOR ARBITRADO; Sem PERITO; Sem PROCESSO Nº; Processo adm. citado nos documentos: 2061.1718; Processo divergente do ZIP: 0800708-98.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,Sem VALOR ARBITRADO; Sem PERITO; Sem PROCESSO Nº; Processo adm. citado nos documentos: 2061.1718; Processo divergente do ZIP: 0800708-98.2025.8.15.0211; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2000001141,0802016-81.2024.8.15.0381,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001141; Processo divergente do ZIP: 0802016-81.2024.8.15.0381; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001141; Processo divergente do ZIP: 0802016-81.2024.8.15.0381; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( X ) Finais; Valor suspeito em R$: ( ) Adiantamento ( X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2025.2025,0859010-90.2022.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; CNJs adicionais mencionados: 2224552-21.2017.8.26.0000; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0859010-90.2022.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; CNJs adicionais mencionados: 2224552-21.2017.8.26.0000; Processo adm. citado nos documentos: 2025.2025; Processo divergente do ZIP: 0859010-90.2022.8.15.2001,TP
2023.815,,"Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0289720_Anexo.pdf, [02]-0289716_Anexo.pdf, [09]-0309079_Anexo.pdf; Processo adm. citado nos documentos: 2023.815; CPF do perito ajustado pelo catálogo externo","Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [03]-0289720_Anexo.pdf, [02]-0289716_Anexo.pdf, [09]-0309079_Anexo.pdf; Processo adm. citado nos documentos: 2023.815; CPF do perito ajustado pelo catálogo externo",TP
2025.815,0801715-88.2025.8.15.0191,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801541-79.2025.8.15.0191, 0801610-82.2023.8.15.0191; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801715-88.2025.8.15.0191; Data suspeita em Data da Autorização da Despesa: Comunicações","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801541-79.2025.8.15.0191, 0801610-82.2023.8.15.0191; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0801715-88.2025.8.15.0191; Data suspeita em Data da Autorização da Despesa: Comunicações",TP
2011317294,0802898-94.2021.8.15.0301,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [07]-0292611_Anexo.pdf; Processo adm. citado nos documentos: 2011317294; Processo divergente do ZIP: 0802898-94.2021.8.15.0301; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( x ) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [07]-0292611_Anexo.pdf; Processo adm. citado nos documentos: 2011317294; Processo divergente do ZIP: 0802898-94.2021.8.15.0301; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( x ) Finais; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário),TP
2010011233,0806043-06.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0292160_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0806043-06.2025.8.15.0371,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0292160_Anexo.pdf; Processo adm. citado nos documentos: 2010011233; Processo divergente do ZIP: 0806043-06.2025.8.15.0371,TP
